0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,imgpath
91,-164,28,-59,55,-69,-32,16,35,-77,-41,31,3,17,41,-25,16,-76,-2,-21,-21,-23,-40,-16,-19,4,11,-12,-20,-13,9,11,9,17,20,-11,18,-17,-24,15,15,8,-3,10,19,12,-7,-15,6,-21,-6,27,28,4,5,-20,-8,-6,53,-1,5,11,8,4,10,17,12,-1,-34,-26,-15,-4,-24,-16,15,-18,-27,-8,8,14,-20,0,-16,-9,-10,-8,4,-13,-7,-8,23,-21,-17,2,1,-5,-11,-15,34,15,-13,-1,-6,-3,16,-25,10,21,-15,7,5,-10,-1,0,-11,12,3,-25,-1,4,-10,2,-4,23,1,-9,6,19,9,2,-4,-1,-12,11,-6,-13,-7,5,-1,4,7,5,14,-12,-16,-6,-5,1,4,-16,-5,20,6,-2,3,-6,-6,0,-1,-9,-10,-10,0,-8,-2,1,6,4,7,0,6,22,8,17,10,13,0,-9,0,-5,-4,4,1,-10,-4,11,-17,7,8,0,3,-8,-10,4,-5,-2,-8,-10,-2,-6,-1,-3,-4,-9,-7,3,0,-6,5,5,4,-1,-12,-4,-5,0,2,4,-5,-7,-10,0,-9,7,-2,12,7,8,5,-3,-1,-1,-4,1,-11,4,2,-1,-8,-5,-10,6,1,-2,1,9,-6,2,5,-3,5,-5,-9,2,-4,-1,-1,0,2,-7,-1,0,6,-3,-3,1,6,13,2,4,-5,-5,-2,4,-1,-4,0,-1,-2,-2,0,5,-4,1,0,-3,-2,-1,4,-1,-3,3,1,-1,8,-2,3,0,-6,0,5,-7,7,0,0,-5,0,-1,-3,0,5,-6,6,-5,-2,0,0,0,-2,4,1,0,3,-4,2,1,0,-16,0,0,3,0,5,2,4,-2,5,-1,-3,-2,-1,0,-1,0,0,-1,-2,2,-3,-1,-1,-1,0,0,-5,4,3,1,1,-5,2,0,-3,2,-1,1,0,-1,0,3,-3,0,3,-2,0,-3,0,1,-2,0,-2,0,-1,-1,1,-1,0,2,1,0,0,0,0,-2,-1,1,-2,0,0,-1,0,1,-2,0,1,0,-1,2,0,1,0,0,-1,3,0,1,0,1,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,static/images/0MQXLvY8r20B.jpg
-91,36,106,16,14,0,47,0,-30,-23,14,23,3,-20,3,-15,10,-21,46,2,-1,53,12,48,-27,-8,-4,-19,-4,-23,-7,28,-21,-4,20,2,1,38,6,0,21,-3,17,12,1,0,-4,3,3,-1,23,-1,-20,5,16,-9,21,-10,4,-2,-4,0,-12,-5,9,-6,-1,17,17,1,0,5,-6,-4,5,-5,-3,8,3,-11,-12,5,-4,5,11,7,5,-19,17,2,1,9,4,1,7,-2,0,-4,-2,-16,-16,-21,7,3,1,12,10,-8,8,-2,4,11,-8,-5,-9,-7,16,-6,0,4,2,9,6,0,1,-2,-17,-2,9,0,-6,-14,9,7,5,-18,-10,37,4,-3,-3,-12,-11,22,-18,0,3,1,10,-7,6,14,-4,8,-3,-15,4,0,0,28,0,7,-9,-6,5,5,2,8,6,-16,13,-5,-8,-2,0,0,17,0,-4,-8,6,2,-4,-3,-4,-2,4,-16,-6,-5,-3,-14,-7,4,-12,7,7,7,-15,-10,-1,-6,6,4,-8,-1,-8,-8,-8,-8,0,4,-10,4,6,-9,-4,2,5,1,3,6,3,6,-14,0,-9,-1,10,0,1,1,6,-1,-6,17,-9,-8,2,2,2,-2,15,-9,0,0,-9,-2,1,-8,-6,4,0,-2,-12,3,1,5,-1,10,0,5,-1,-1,-1,-3,-5,2,3,2,-5,10,-15,1,5,-6,10,11,4,-7,-13,-2,0,0,0,-1,-11,-3,1,-3,1,-8,7,-5,7,-6,-2,2,9,3,9,3,-4,-15,-2,3,5,-2,1,-9,-5,5,6,-4,5,-1,1,-7,-1,0,8,-4,-5,-1,0,-2,2,0,0,4,1,-1,-4,-3,0,0,4,-6,-2,0,5,0,-4,-2,2,-4,0,-2,-6,0,-1,0,-1,-4,1,1,0,-8,0,-4,1,2,-7,3,-6,-6,3,5,-1,0,-5,0,-2,5,0,0,2,-1,-1,-4,0,-3,0,1,-4,2,-3,-2,3,0,-1,-4,1,-1,-1,0,4,0,1,-2,0,-5,-1,-2,-2,1,0,-1,-2,4,2,-4,1,2,-1,-4,0,-1,-3,0,-1,3,0,-1,0,0,0,1,0,0,-1,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,static/images/0n86qJYvzgt0.jpg
140,93,-40,-48,20,-9,-21,74,-59,33,-4,0,5,48,2,-31,-8,7,14,-3,29,1,8,0,0,-27,-23,-16,-33,11,-36,8,10,-17,8,11,-1,23,10,1,-22,9,8,-10,3,21,-2,-9,-14,4,-8,-11,-23,-16,3,10,0,4,10,-13,18,30,7,-1,13,-1,-11,16,5,-2,-7,-3,-6,-14,22,-6,12,0,-14,2,1,-19,-4,-6,-3,-15,-2,-1,-14,22,-2,9,8,-20,-5,6,-16,-3,0,-13,-4,-7,10,3,0,4,0,18,10,-2,0,3,12,3,-1,-13,3,-1,-2,-1,-7,-7,0,-3,-5,-11,-7,-11,-15,4,-9,0,-11,13,-1,3,-3,2,6,22,3,0,0,-5,-3,3,10,2,4,5,0,3,2,8,-7,2,5,-8,-8,4,14,-1,6,0,9,0,-12,0,4,2,0,-5,0,10,9,-8,0,-7,-2,-5,14,-7,-13,2,6,0,-16,3,3,8,-14,-10,-3,-3,3,-9,-11,-7,2,-2,-5,4,-1,-1,-6,12,10,0,9,-2,0,10,-2,2,-3,3,6,-12,11,0,3,-7,-2,-8,12,4,20,0,2,-9,4,0,2,-2,-5,0,4,3,0,4,3,-3,4,0,-6,1,6,-10,-6,-2,-2,-10,-18,-15,4,-9,2,0,-16,11,-5,0,0,2,8,3,0,-8,9,-5,12,0,8,-4,7,-12,1,-2,9,-9,11,7,0,1,0,1,3,9,4,-8,-3,4,10,3,-5,0,7,-7,-2,-6,-3,-4,-1,-1,1,8,2,9,-7,7,5,1,0,-4,5,0,-1,0,-7,-13,-7,5,-9,1,4,2,1,5,2,-5,-1,-4,-6,0,5,9,-2,1,3,0,2,0,3,-1,-2,2,0,9,0,-6,6,-5,0,1,-4,3,5,-5,2,0,4,7,-5,-1,-8,0,0,2,-1,-2,-7,5,3,-1,-1,0,-1,-2,3,-1,5,-2,-2,2,-5,1,7,2,0,-5,0,-7,-5,-3,-2,-1,1,6,-6,0,5,-2,2,0,0,0,0,1,-2,0,3,1,1,1,0,0,3,1,1,0,0,-7,3,-1,2,-2,1,-1,2,-2,0,2,-2,0,-1,-2,0,0,0,0,0,0,0,0,0,static/images/0OMzw4SH5y8t.jpg
-100,60,151,52,71,29,-11,-17,0,-10,40,27,21,13,-13,-10,18,23,-30,-24,10,0,14,-34,-4,10,14,-17,-2,0,2,36,39,11,-7,6,0,-13,-24,-10,0,-8,-20,9,-22,30,0,1,-4,18,-12,8,17,10,-8,-7,0,12,-24,14,-2,15,-3,-9,2,-15,6,23,-17,23,-19,19,9,-4,-10,0,-9,-2,-1,-19,12,-21,29,-6,2,1,-27,-1,-21,3,-10,11,5,-9,-11,0,11,-7,6,8,4,18,-4,2,-15,6,7,15,-12,20,20,-2,2,-1,-8,0,11,-7,10,12,-9,-4,6,0,0,2,-5,13,4,8,1,-13,0,0,-16,16,-14,0,-3,7,6,10,11,1,-19,-2,-3,7,-22,-2,-2,12,-16,-12,4,-10,-11,-6,-5,4,-6,18,0,-21,17,4,8,8,11,0,-9,-10,-12,6,13,4,-17,8,0,-6,2,-11,-2,-11,3,9,10,4,6,-5,1,-9,3,-2,-2,-12,-5,-1,-10,-2,9,4,-1,7,8,0,-14,6,-20,1,9,10,9,-4,0,-1,-2,2,0,17,1,-8,-1,3,-13,-9,3,2,7,3,-2,-5,-10,3,6,-11,4,-8,-9,8,6,7,7,-3,6,5,-5,4,-7,-3,3,7,0,-2,8,13,5,6,-7,3,-3,9,13,3,-2,8,5,-9,-8,0,-4,-2,4,-4,2,1,-2,0,0,5,0,4,13,-6,0,-1,1,-4,-3,-3,5,-6,-2,8,-7,6,4,1,-5,0,3,-1,-6,-1,1,8,-7,-4,-3,0,4,3,1,3,0,8,-1,-2,0,1,4,-5,-3,0,5,0,2,0,-4,4,0,0,-1,2,-6,-3,-4,1,-2,-4,1,-3,2,-3,-3,-2,-1,0,6,-4,-7,2,-1,0,2,1,1,1,-2,0,2,4,-6,-4,0,-1,-3,0,-1,0,-1,-2,3,1,2,1,0,2,1,-4,-1,1,2,0,1,0,5,-1,4,3,0,0,2,2,0,5,6,0,-3,0,0,0,0,0,2,0,0,0,-1,-3,3,-2,1,-1,3,-1,0,-5,1,1,1,-1,0,-1,-2,0,-1,1,0,2,0,0,1,2,0,-2,0,0,0,0,0,0,0,0,0,static/images/0q36iwxVRDW9.jpg
-95,35,44,-29,6,29,-1,16,15,-17,48,-8,-29,7,0,2,-21,4,-10,18,2,-2,1,-1,9,1,-4,2,0,-3,-24,-17,21,14,11,-1,26,-9,3,-1,-9,1,-10,6,14,-25,-15,-8,6,-18,-14,-12,-16,17,-5,0,-9,-2,12,-11,-1,2,0,0,5,-2,8,-2,12,-8,6,-5,-5,3,-3,-5,4,2,2,19,11,-4,-13,-11,-2,-2,2,0,2,-2,9,-17,-3,-7,7,0,0,12,-2,-13,1,8,2,0,15,-1,2,16,-1,-1,4,-6,3,-1,0,10,4,17,1,0,4,14,-10,-6,0,14,-2,4,-1,4,-5,-2,10,5,1,5,-3,1,1,-8,3,0,-10,-6,2,-3,-3,-7,-5,-5,-7,-8,-3,16,2,13,-4,-2,-7,6,4,2,0,-3,-14,4,-8,7,-1,8,11,-15,-15,5,-9,-3,10,8,-1,-5,8,-15,-2,6,-2,1,2,6,3,-2,-6,3,2,-13,-9,3,7,2,4,-11,-2,8,7,-3,3,0,-5,5,0,7,-1,3,4,0,12,0,-12,0,-3,9,6,1,6,0,1,6,3,-1,0,-1,1,0,-8,0,-1,7,7,-17,2,-2,8,5,-6,0,-5,2,3,3,6,-5,9,4,2,-6,0,11,6,-1,1,9,-5,-7,-2,-11,-3,0,3,-5,-1,-4,-6,-6,14,0,2,-9,0,1,-1,2,0,3,15,7,-1,1,4,8,0,16,5,13,-7,-7,-5,-6,4,-2,0,1,23,0,-17,-6,-1,1,4,-1,-4,3,-1,-3,2,0,-15,5,-1,-8,3,5,-6,0,-3,7,3,6,-1,-15,2,2,-1,-8,3,8,-3,-10,4,3,1,7,10,0,4,7,3,4,-2,-6,0,-2,7,6,7,-5,-4,0,-2,-2,10,-4,7,0,-5,-2,4,0,10,0,-3,-2,0,-6,-2,0,2,0,1,-3,-12,6,-9,2,-9,-1,-4,-7,-4,5,-5,0,4,-6,3,-6,3,5,-1,-1,-1,3,2,-5,4,-2,-1,-8,-2,0,2,4,0,0,-1,-6,0,5,-3,-1,1,0,0,-5,-2,-2,-2,-1,0,2,-3,1,4,-2,1,2,0,1,3,0,0,0,0,0,0,0,0,static/images/0r87ECtT8tqS.jpg
192,-186,35,17,-36,-34,27,-2,-16,-21,1,44,-18,-17,-1,12,-30,-16,18,12,11,-14,0,-10,9,-1,-28,36,-17,2,3,37,10,-6,13,8,-19,-25,4,13,-17,-20,-18,4,1,-7,12,12,4,1,-11,10,23,13,19,8,2,0,-31,1,-2,-27,6,23,37,-9,0,-5,-8,3,17,0,4,-7,-5,-5,-2,-4,-5,9,-4,-12,-9,7,-2,9,13,-1,-16,18,0,15,12,-10,-5,-6,-3,-4,7,-8,-3,-4,-10,6,6,-1,7,1,2,-5,0,-15,-11,-8,-5,3,6,-2,-12,-12,8,5,-18,25,-3,6,-6,-8,-12,10,-4,-2,5,1,8,11,1,5,-4,0,0,-8,14,-14,2,0,9,-3,4,-4,5,-14,0,2,0,0,-4,3,-11,-4,1,7,7,-7,9,-6,0,4,6,0,0,2,1,0,-2,2,5,-14,0,-3,7,0,0,3,-4,7,-4,2,-17,-1,2,-4,0,-3,-5,-1,-4,0,0,0,1,-4,1,0,0,5,-7,-4,11,3,1,8,4,0,0,1,-3,-4,-8,2,4,2,-2,-7,2,-5,-4,-3,2,2,-5,-1,7,-4,-8,7,2,-8,-5,1,4,-2,9,6,11,-9,-3,-13,0,5,-3,-8,-2,-3,-1,4,0,-5,0,-7,8,0,3,7,-2,-2,0,-7,-7,8,0,0,-3,-1,0,6,0,1,-7,-2,-6,-1,-9,-5,-11,1,3,3,0,0,-8,2,-11,2,1,0,-8,-8,4,-6,-3,3,0,1,4,-2,-1,6,-2,4,0,0,3,0,4,8,10,2,3,-2,9,-4,4,8,0,2,0,0,4,5,-6,-7,0,1,5,4,-2,2,-4,2,14,0,-5,1,6,3,2,5,2,-4,-5,-1,-2,0,2,1,-2,0,2,6,7,-7,-5,-3,4,0,8,-4,9,-7,2,3,4,3,5,-1,-3,0,-9,5,6,-1,10,-10,1,0,-6,5,0,12,-8,0,-1,-5,4,-4,3,4,-2,3,-5,0,2,-3,0,0,6,0,-2,-3,-7,-1,7,0,7,1,3,-2,-7,13,1,3,-2,5,0,-2,0,-4,0,-1,3,0,-3,3,0,0,3,0,2,0,0,0,0,0,0,static/images/0sI0ZCT7U0Hz.jpg
-116,-15,-25,0,-19,60,-2,-2,-18,7,-16,27,-16,5,8,15,-3,-15,-22,14,9,1,-31,-9,18,-20,-27,16,25,-24,3,-23,-15,40,21,2,14,-23,-16,3,16,-4,47,18,0,-1,6,6,-13,10,-3,-16,0,-9,3,-9,13,-5,20,0,-7,24,13,-9,-1,-3,-4,3,14,10,0,0,8,-19,9,14,16,15,1,-2,9,-14,-23,12,7,-3,9,9,6,8,-8,8,13,24,-2,-12,15,16,-11,-8,-7,11,-11,12,4,5,-10,-5,-1,-4,4,0,-11,0,0,7,0,-4,-6,-27,-9,-3,6,1,3,-15,12,3,26,-7,-16,-17,-3,-4,3,22,-4,3,12,18,-6,-4,12,13,-6,-5,-5,0,-12,-4,-7,-10,-15,9,12,14,-7,5,-1,-4,-2,12,2,0,-17,-10,9,-18,21,3,-14,-9,-6,1,29,-10,9,-2,-1,-3,3,11,-4,-8,3,-8,2,8,0,5,17,3,21,-10,-8,0,-1,2,13,-20,-7,-1,-13,-1,9,5,-1,-4,11,3,-5,-6,4,0,3,-11,0,24,0,7,-6,1,-5,-7,-6,4,3,4,1,13,12,3,7,2,-10,-3,9,-4,0,2,-9,-11,-2,1,4,0,-5,1,-12,9,0,-9,-5,-3,-10,2,-2,5,1,-5,3,-12,4,3,0,0,-7,1,7,-8,1,3,-4,9,-3,-5,3,0,6,-9,2,1,0,-4,1,0,1,1,5,9,-6,-6,2,-3,3,3,-2,5,1,5,11,2,3,-3,6,-3,-6,-9,3,-3,3,5,-6,-3,3,-2,-6,5,-4,-6,0,5,2,0,3,-6,0,2,0,-4,4,0,0,-2,1,-5,0,0,3,3,4,-5,-1,0,-3,-2,3,1,3,0,-5,0,-3,1,2,-2,4,2,3,3,3,2,0,-4,1,6,-2,-2,0,-1,-1,0,0,-1,1,-5,-3,0,5,1,-1,-2,0,-3,0,0,1,0,0,-1,0,-2,1,0,2,2,1,-2,0,4,1,2,2,-2,2,-2,1,-1,0,0,-2,0,0,2,4,0,0,0,0,1,0,0,-1,-1,0,2,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,static/images/0tXCzA3j2l3N.jpg
170,58,-61,-69,89,49,-102,53,-69,46,-15,-16,49,35,-20,-4,0,15,-4,-44,44,24,-57,28,37,-25,1,41,7,-25,-15,7,3,-26,-19,-24,-25,9,3,-7,50,8,-13,29,-10,-23,-3,55,29,-15,14,11,-3,7,-22,18,3,20,-5,-18,33,-6,21,-13,24,-11,-9,18,4,-8,5,-1,31,18,-2,-12,20,-10,-9,20,-4,9,-34,-29,1,-24,-8,-4,-1,2,11,8,-5,-11,-15,0,31,-10,0,-16,-8,-6,0,-24,-33,18,7,-13,-15,16,8,3,-17,24,-12,1,10,6,4,-11,15,-10,-8,4,2,-4,-2,-9,0,-6,-9,13,8,1,0,-27,-19,3,9,17,8,21,2,-7,-9,-5,-9,-6,-5,-3,12,2,2,-3,-15,-10,-11,-8,-5,-13,2,0,-6,0,-12,0,-3,-3,-1,-6,-2,3,4,22,-2,10,-9,0,11,-4,-10,7,13,0,-7,-5,0,8,0,0,7,8,-5,4,-5,6,3,-4,-1,1,0,-1,-8,8,10,-1,-4,-8,-2,15,-8,3,0,-1,5,-4,-9,-4,3,3,-4,5,5,-6,4,-8,0,2,-3,5,4,3,5,2,-12,-1,0,1,0,-6,0,0,-6,6,-2,2,4,-5,0,3,0,0,0,9,-3,5,1,0,0,-6,0,-1,-3,6,-1,2,-4,-3,4,0,2,-2,0,-3,0,3,3,1,0,2,2,1,1,-4,-1,1,-4,0,-3,-8,5,-2,3,-2,0,-4,2,0,2,-1,1,0,0,-1,-4,0,2,-5,0,4,2,1,0,-1,-4,0,0,0,4,3,2,0,0,0,0,0,-5,2,0,0,0,-4,0,5,-2,0,0,1,-3,1,-1,-2,2,1,0,-2,1,-4,0,1,1,0,1,2,0,0,1,0,-2,-4,-3,0,2,1,-1,-2,0,0,2,-1,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,2,0,1,0,0,2,0,0,1,-1,0,1,-1,0,0,-1,2,0,-2,1,-2,-1,-2,-2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,static/images/0X9XtZA31Hsp.jpg
149,-145,39,15,-12,-27,45,-1,-2,16,-5,-2,-54,-11,-14,-21,-20,-10,-14,-8,8,22,9,-6,12,-4,21,-4,2,0,9,-6,0,0,4,10,-14,7,-13,-34,-3,-4,7,-7,2,12,-9,-18,-4,-15,-1,-14,-17,7,-1,-1,-12,14,16,-9,9,2,4,-4,-5,-8,-3,-2,9,-5,-3,-4,-1,3,14,7,-7,4,4,-9,0,5,2,0,-9,7,-3,-2,15,0,-2,0,2,0,17,0,-4,-11,-3,0,1,5,0,-5,0,4,0,4,6,7,5,11,4,3,11,-3,1,-4,11,4,-10,5,5,-1,2,-12,-7,2,1,9,0,0,3,-2,-9,0,5,-10,2,8,6,1,0,-6,-13,1,2,-3,-2,3,-3,4,-7,1,3,-1,1,-7,7,-5,1,-9,-3,-2,-5,-3,-1,0,6,-1,0,2,-8,5,-3,15,-1,-4,0,2,0,0,-1,1,10,0,8,-7,2,-2,-2,-1,-6,0,0,2,0,0,0,6,-2,-4,0,4,2,2,-2,2,0,0,-8,0,0,0,-3,-2,2,-2,10,-2,-1,2,1,-4,-2,-2,6,0,3,2,1,11,3,4,1,0,2,4,0,-7,-1,-8,-5,1,0,-7,0,0,-3,-2,2,5,3,5,-5,6,-4,-14,-3,5,9,-8,3,0,-7,-1,3,-1,-2,0,-2,-7,-6,-7,0,3,0,-4,-5,0,-1,-3,-3,0,2,7,6,0,-7,10,0,3,0,5,1,-1,-9,-1,-1,0,9,-4,1,5,-9,-7,4,-4,6,2,-3,-2,1,3,8,1,-5,3,-2,4,-8,0,-5,4,0,5,7,5,6,-3,1,-2,5,7,5,0,-9,-2,0,-1,-1,3,-3,-6,-1,6,-5,0,2,2,0,6,2,1,-5,2,-2,-1,6,-12,-8,0,-8,-5,-7,-4,-3,-1,0,-3,0,-3,-5,-8,5,-3,0,-2,-2,0,0,-4,3,-5,12,8,14,13,-9,-1,4,1,0,1,-2,-4,0,-5,9,-2,2,0,8,-9,-3,0,11,-8,-3,-15,9,-2,-4,-6,1,1,15,3,-13,11,-3,1,-5,1,-4,5,0,0,-6,-1,-3,0,5,-7,0,-4,-9,-3,4,0,0,0,0,0,0,static/images/0xvSeqP93k5A.jpg
-61,-41,0,-71,-48,-4,-1,17,-7,-14,-9,0,-21,24,0,-11,2,8,11,17,0,5,-30,18,-3,-7,3,11,11,34,3,-5,-13,6,0,-3,-31,-1,9,16,-15,8,-38,13,-30,0,-2,6,24,1,16,-12,4,-8,10,-15,-8,-11,-16,7,0,4,17,-19,-27,-4,22,13,-4,-2,-7,29,-17,-2,13,-21,24,-17,-20,-7,7,-16,12,10,34,-6,11,23,-7,-13,-16,-12,-9,9,-3,-4,-2,4,-12,6,-14,-10,-4,-27,4,32,0,1,18,13,-13,0,5,-6,6,-5,13,6,6,15,9,-2,7,1,8,-10,-6,0,16,6,-16,-2,34,0,-8,-18,-2,-12,-4,6,-1,-14,6,-6,16,-7,-15,-1,0,-7,12,6,2,11,14,-14,1,31,10,-3,13,-13,24,-3,16,5,19,-15,5,-19,-21,-5,15,-3,-6,-5,11,-5,-16,-5,-22,-9,-18,5,3,5,3,4,-6,-6,-23,11,-1,-11,-7,-3,0,5,-5,0,20,3,-1,-2,-5,3,-4,9,15,7,5,7,-5,5,-3,1,-5,5,-8,-3,19,1,4,-5,-4,-1,8,4,8,2,0,6,-6,0,-7,4,8,0,2,-8,-2,-2,-3,-5,8,9,6,8,-1,-4,4,4,-9,6,2,-4,0,-2,8,-5,1,-7,2,-4,0,3,-1,1,-1,-4,-6,-3,0,-2,0,-5,-3,-5,2,3,-4,-2,2,-1,-3,2,7,0,-2,0,1,3,-3,5,5,2,-1,-2,-1,5,-4,4,4,-3,-5,-2,1,1,0,-4,3,-2,3,-8,-3,4,-2,3,-1,3,5,3,0,-2,-2,4,4,-1,4,-6,0,0,0,2,1,0,0,3,-1,0,0,0,-3,4,1,-2,0,4,-2,0,0,2,0,-1,-1,1,0,0,0,6,1,2,-1,0,-1,0,1,0,0,0,1,0,0,-3,0,0,0,1,0,0,0,0,0,0,0,0,1,-2,1,-1,1,-1,3,3,1,0,1,1,0,0,0,-2,0,-1,0,-1,0,0,0,-1,0,0,0,1,-1,0,1,2,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,static/images/0Z3A3QCXWAy3.jpg
-101,48,106,2,-9,-8,-11,17,13,4,-6,-10,-13,-6,7,-6,-6,16,-8,0,-1,-5,2,11,-7,-6,-9,1,-11,-11,3,9,-4,3,2,0,-2,4,-7,24,-12,6,-15,-22,8,0,3,17,-2,-4,6,8,4,2,-5,4,-1,1,8,-1,4,6,7,-4,0,-2,3,-1,0,-7,1,0,2,10,-7,2,0,6,9,0,-2,-4,0,6,-10,0,2,0,1,1,4,4,-6,-3,6,-1,-13,8,0,-4,0,-7,3,-3,-1,-7,4,-4,-3,0,6,0,-1,4,-2,5,0,0,-5,-1,-1,2,8,-4,-9,-1,-1,-5,7,4,-1,3,-9,2,0,0,2,-3,0,-4,1,-4,2,0,8,-1,-5,-2,-2,4,-1,-7,0,4,8,5,1,2,13,-1,0,9,1,0,-7,3,-3,4,-5,-3,6,-2,-1,1,-1,0,3,2,4,-1,5,4,-1,-2,-2,-3,0,1,-1,0,1,-1,0,-2,2,5,4,-1,2,-1,-1,-5,-7,-6,0,-2,-2,-3,0,-1,-4,0,3,4,0,8,6,1,7,0,10,1,3,0,2,0,0,1,0,-1,2,-2,0,0,3,0,4,0,-2,0,4,4,1,-2,6,2,-1,-2,-2,7,-2,-7,-6,0,-1,-1,0,-1,1,-4,6,3,-1,0,5,1,-4,1,-1,-3,-2,-2,0,1,-9,2,0,-8,-2,3,1,-3,2,8,2,-5,-2,0,-3,-1,1,0,3,8,0,-5,4,-1,4,-1,0,4,2,9,0,-2,3,2,3,0,1,0,6,9,1,5,3,2,-4,-2,-6,1,-5,-4,-7,-6,0,-2,0,-4,-4,6,0,2,1,-4,0,10,-5,5,0,0,0,1,2,0,-2,-2,2,0,-7,-1,6,-1,0,-3,-8,-4,-6,10,5,-3,6,-3,-8,-4,3,-6,-1,-2,1,-1,-1,-5,-3,3,0,7,0,-1,0,-3,1,1,3,1,0,2,2,-2,-1,-3,-2,-9,-1,2,0,-1,7,0,1,-2,-12,-3,8,-2,0,7,-12,4,3,-1,-2,0,-1,-6,0,5,-2,1,3,-5,-3,-9,-2,10,-1,2,4,0,-12,-20,8,30,8,-14,-3,-8,-1,0,0,0,0,0,0,static/images/11f2ek9zfVTH.jpg
